id,name,description,category,price,usable_in_battle,usable_outside,effect,sprite
dynamax-crystal-cap8278,★Cap8278,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cap8322,★Cap8322,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-car2326,★Car2326,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-car3307,★Car3307,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-car3685,★Car3685,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-car3699,★Car3699,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cas153,★Cas153,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cas168,★Cas168,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cas21,★Cas21,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cas219,★Cas219,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cas265,★Cas265,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cas403,★Cas403,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cas542,★Cas542,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cen5267,★Cen5267,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cen5288,★Cen5288,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cen5459,★Cen5459,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cen5460,★Cen5460,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cen551,★Cen551,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cep8162,★Cep8162,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cep8238,★Cep8238,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cep8417,★Cep8417,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cep8974,★Cep8974,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cet188,★Cet188,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cet539,★Cet539,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cet681,★Cet681,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cet804,★Cet804,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cet911,★Cet911,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cma2282,★CMa2282,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cma2294,★CMa2294,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cma2491,★CMa2491,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cma2618,★CMa2618,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cma2646,★CMa2646,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cma2657,★CMa2657,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cma2693,★CMa2693,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cma2827,★CMa2827,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cmi2845,★CMi2845,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cmi2943,★CMi2943,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cnc3208,★Cnc3208,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cnc3249,★Cnc3249,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cnc3268,★Cnc3268,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cnc3429,★Cnc3429,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cnc3449,★Cnc3449,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cnc3461,★Cnc3461,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cnc3572,★Cnc3572,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cnc3627,★Cnc3627,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-col1956,★Col1956,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-col2040,★Col2040,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-col2177,★Col2177,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-com4968,★Com4968,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-crt4287,★Crt4287,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cru4656,★Cru4656,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cru4700,★Cru4700,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cru4730,★Cru4730,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cru4763,★Cru4763,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cru4853,★Cru4853,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-crv4623,★Crv4623,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-crv4662,★Crv4662,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-crv4757,★Crv4757,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-crv4786,★Crv4786,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cvn4785,★CVn4785,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cvn4846,★CVn4846,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cvn4915,★CVn4915,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cyg7417,★Cyg7417,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cyg7528,★Cyg7528,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cyg7796,★Cyg7796,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cyg7924,★Cyg7924,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cyg7949,★Cyg7949,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-cyg8301,★Cyg8301,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-del7852,★Del7852,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-del7882,★Del7882,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-del7906,★Del7906,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-dra4434,★Dra4434,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-dra5291,★Dra5291,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-dra5744,★Dra5744,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-dra6132,★Dra6132,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-dra6370,★Dra6370,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-dra6396,★Dra6396,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-dra6536,★Dra6536,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-dra6636,★Dra6636,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-dra6688,★Dra6688,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-dra6705,★Dra6705,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-dra7310,★Dra7310,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-dra7462,★Dra7462,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-equ8131,★Equ8131,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-eri1084,★Eri1084,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-eri1231,★Eri1231,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-eri1298,★Eri1298,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-eri1325,★Eri1325,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-eri1393,★Eri1393,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-eri1464,★Eri1464,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-eri1666,★Eri1666,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-eri472,★Eri472,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-eri850,★Eri850,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-eri874,★Eri874,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-eri897,★Eri897,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-eri984,★Eri984,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-gem2216,★Gem2216,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-gem2286,★Gem2286,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-gem2421,★Gem2421,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-gem2473,★Gem2473,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-gem2484,★Gem2484,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-gem2650,★Gem2650,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-gem2777,★Gem2777,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-gem2891,★Gem2891,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-gem2930,★Gem2930,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-gem2990,★Gem2990,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-gru8353,★Gru8353,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-gru8425,★Gru8425,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-gru8636,★Gru8636,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-her6008,★Her6008,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-her6117,★Her6117,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-her6148,★Her6148,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-her6406,★Her6406,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-her6410,★Her6410,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-her6526,★Her6526,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-hya3418,★Hya3418,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-hya3482,★Hya3482,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-hya3748,★Hya3748,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
dynamax-crystal-hya3845,★Hya3845,Un objet faisant apparaître un [VAR (0000)] dans l’antre géant de la Tour en ruines des Terres Sauvages jusqu’à la fin de la journée.,dynamax-crystals,20,false,true,"{""type"":""dynamax_crystal""}",
